9.3871 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
9.3877 	INFO 	Loaded monitor calibration from ['2023_01_22 19:25']
9.7738 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6F3A2F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6F3A2EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024E6F3A2D00>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024E6F8D7AC0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7739 	EXP 	window1: mouseVisible = True
9.7739 	EXP 	window1: backgroundImage = ''
9.7739 	EXP 	window1: backgroundFit = 'none'
9.7741 	EXP 	window1: mouseVisible = True
9.7742 	EXP 	window1: mouseVisible = True
9.7769 	EXP 	window1: mouseVisible = True
9.7775 	EXP 	window1: mouseVisible = True
9.7880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7949 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7961 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.7997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8025 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8037 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8049 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8073 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8095 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8105 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8129 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8136 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8194 	DEBUG 	Upload of Texture Font fontname complete
9.8208 	EXP 	window1: mouseVisible = True
9.8209 	EXP 	window1: mouseVisible = True
9.8215 	EXP 	window1: mouseVisible = True
9.8221 	EXP 	window1: mouseVisible = True
9.8263 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8297 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8305 	DEBUG 	Upload of Texture Font fontname complete
9.8327 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.8327 	EXP 	window1: recordFrameIntervals = False
10.0020 	EXP 	window1: recordFrameIntervals = True
10.6008 	EXP 	Screen (0) actual frame rate measured at 60.67Hz
10.6008 	EXP 	window1: recordFrameIntervals = False
10.6009 	EXP 	window1: mouseVisible = False
10.6021 	EXP 	window1: mouseVisible = True
10.6024 	EXP 	window1: mouseVisible = True
10.6031 	EXP 	window1: mouseVisible = True
10.6036 	EXP 	window1: mouseVisible = True
10.6077 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6087 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6100 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6118 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6134 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6150 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6160 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6175 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6190 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6205 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6208 	DEBUG 	Uploading Texture Font fontname to graphics card
10.6213 	DEBUG 	Upload of Texture Font fontname complete
10.6228 	EXP 	window1: mouseVisible = True
10.6230 	EXP 	window1: mouseVisible = True
10.6235 	EXP 	window1: mouseVisible = True
10.6241 	EXP 	window1: mouseVisible = True
10.6963 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.6448 	INFO 	keyboard.Keyboard is using iohub backend.
13.7118 	INFO 	keyboard.Keyboard is using iohub backend.
13.7118 	EXP 	Metalinguistic Conjunctives: status = STARTED
13.7120 	EXP 	window1: mouseVisible = True
13.7210 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
13.7212 	EXP 	window1: mouseVisible = True
13.8585 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press Anywhere to continue.', units='height', win=Window(...), wrapWidth=1)
13.8586 	EXP 	window1: mouseVisible = True
13.8587 	EXP 	window1: mouseVisible = True
13.8600 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.8997 	EXP 	Sound sound_1 set volume 1.000
13.8999 	EXP 	window1: mouseVisible = True
13.9046 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
13.9046 	EXP 	window1: mouseVisible = True
13.9084 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
13.9085 	EXP 	window1: mouseVisible = True
