8.5836 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.5841 	INFO 	Loaded monitor calibration from ['2023_01_22 19:25']
8.9264 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001160403B850>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001160403B7F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001160403B640>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000011604555400>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.9265 	EXP 	window1: mouseVisible = True
8.9265 	EXP 	window1: backgroundImage = ''
8.9266 	EXP 	window1: backgroundFit = 'none'
8.9267 	EXP 	window1: mouseVisible = True
8.9269 	EXP 	window1: mouseVisible = True
8.9288 	EXP 	window1: mouseVisible = True
8.9296 	EXP 	window1: mouseVisible = True
8.9349 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9432 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9448 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9457 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9493 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9518 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9530 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9544 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9560 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9605 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9609 	DEBUG 	Uploading Texture Font fontname to graphics card
8.9656 	DEBUG 	Upload of Texture Font fontname complete
8.9672 	EXP 	window1: mouseVisible = True
8.9674 	EXP 	window1: mouseVisible = True
8.9682 	EXP 	window1: mouseVisible = True
8.9692 	EXP 	window1: mouseVisible = True
8.9743 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9760 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9775 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9778 	DEBUG 	Uploading Texture Font fontname to graphics card
8.9793 	DEBUG 	Upload of Texture Font fontname complete
8.9816 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.9817 	EXP 	window1: recordFrameIntervals = False
9.1560 	EXP 	window1: recordFrameIntervals = True
9.3403 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
9.3403 	EXP 	window1: recordFrameIntervals = False
9.3406 	EXP 	window1: mouseVisible = False
9.3409 	EXP 	window1: mouseVisible = True
9.3410 	EXP 	window1: mouseVisible = True
9.3417 	EXP 	window1: mouseVisible = True
9.3422 	EXP 	window1: mouseVisible = True
9.3466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3477 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3491 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3525 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3541 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3553 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3584 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3599 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.3602 	DEBUG 	Uploading Texture Font fontname to graphics card
9.3607 	DEBUG 	Upload of Texture Font fontname complete
9.3624 	EXP 	window1: mouseVisible = True
9.3626 	EXP 	window1: mouseVisible = True
9.3632 	EXP 	window1: mouseVisible = True
9.3637 	EXP 	window1: mouseVisible = True
9.4122 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
12.0868 	INFO 	keyboard.Keyboard is using iohub backend.
12.1419 	INFO 	keyboard.Keyboard is using iohub backend.
12.1419 	EXP 	Metalinguistic Conjunctives: status = STARTED
12.1421 	EXP 	window1: mouseVisible = True
12.1535 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
12.1538 	EXP 	window1: mouseVisible = True
12.2116 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Press Anywhere to continue.', units='height', win=Window(...), wrapWidth=1)
12.2117 	EXP 	window1: mouseVisible = True
12.2118 	EXP 	window1: mouseVisible = True
12.2133 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.2558 	EXP 	Sound sound_1 set volume 1.000
12.2560 	EXP 	window1: mouseVisible = True
12.2617 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
12.2618 	EXP 	window1: mouseVisible = True
